customer_id,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,FraudFound_P
10231,166,34,405533,03-10-2014,OH,1000,1083.72,0,FEMALE,High School,machine-op-inspct,base-jumping,wife,65600,-68200,09-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,3550 Washington Ave,18,1,NO,0,2,YES,53680,4880,4880,43920,Honda,CRV,0
10232,298,46,667021,02-05-2007,OH,1000,1138.42,6000000,MALE,JD,prof-specialty,dancing,own-child,36900,-55000,16-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,5277 Texas Lane,18,1,NO,2,3,YES,33550,3050,6100,24400,Volkswagen,Passat,0
10233,235,42,511621,22-09-1990,IN,500,1072.62,0,FEMALE,Masters,machine-op-inspct,exercise,husband,39900,-60200,18-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,3654 Cherokee Ave,7,4,?,2,1,YES,69100,6910,6910,55280,Toyota,Highlander,0
10234,172,35,476923,19-09-2004,IL,2000,1219.04,0,MALE,MD,handlers-cleaners,paintball,own-child,63600,-68700,11-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,7380 5th Hwy,19,3,?,2,0,NO,79750,14500,14500,50750,Nissan,Pathfinder,0
10235,27,28,735822,28-08-1995,IN,2000,1371.78,0,MALE,JD,farming-fishing,polo,other-relative,0,-32500,04-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,Riverwood,2539 Embaracadero Ridge,10,3,?,0,2,YES,53600,5360,10720,37520,Audi,A5,0
10236,428,54,492745,04-02-2004,IN,2000,1506.21,0,MALE,Masters,transport-moving,kayaking,unmarried,0,-24400,22-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,4693 Lincoln Hwy,16,3,NO,1,0,?,76560,12760,6380,57420,Nissan,Ultima,0
10237,99,32,130930,23-07-2014,IN,1000,1058.21,3000000,MALE,JD,craft-repair,golf,unmarried,0,0,10-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,2376 Sky Ridge,17,1,YES,1,1,NO,41130,4570,4570,31990,Dodge,RAM,1
10238,107,26,261119,21-03-1997,IL,2000,932.14,0,MALE,MD,sales,cross-fit,own-child,40600,0,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,1273 Rock Lane,2,3,NO,2,3,NO,78650,14300,7150,57200,Audi,A3,0
10239,272,41,280709,06-05-1991,OH,2000,1608.34,0,FEMALE,Associate,farming-fishing,reading,own-child,33300,-10600,16-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,8281 Lincoln Lane,19,1,?,1,1,?,71060,6460,12920,51680,Saab,92x,0
10240,151,37,898573,07-08-1992,IN,1000,1728.56,0,FEMALE,Masters,farming-fishing,dancing,own-child,54000,0,08-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6429 4th Hwy,0,1,YES,1,1,?,38830,3530,3530,31770,Suburu,Legacy,1
10241,249,43,547802,03-09-2013,IL,1000,1518.46,0,FEMALE,MD,armed-forces,cross-fit,own-child,0,0,26-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2201 4th Lane,16,1,?,0,0,YES,53500,5350,5350,42800,Saab,92x,0
10242,177,38,600845,05-01-2012,IL,2000,1540.19,0,FEMALE,College,adm-clerical,skydiving,other-relative,0,-74500,01-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,5506 Best St,20,1,YES,2,0,NO,73700,7370,7370,58960,Chevrolet,Silverado,1
10244,174,36,629918,14-10-2005,IL,2000,1278.75,0,FEMALE,College,tech-support,paintball,own-child,53200,-53800,06-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,2117 Lincoln Hwy,21,3,?,2,2,NO,65400,10900,10900,43600,Dodge,RAM,0
10246,371,51,513099,15-10-2005,IN,1000,1532.47,0,FEMALE,Associate,tech-support,golf,other-relative,60300,-24700,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Arlington,9751 Sky Ridge,7,1,YES,0,3,YES,75400,7540,15080,52780,Dodge,RAM,0
10247,2,28,184938,22-05-1999,IL,1000,1340.56,0,FEMALE,JD,machine-op-inspct,golf,not-in-family,0,0,17-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,9020 Elm Ave,19,1,YES,0,2,YES,58140,6460,6460,45220,Saab,92x,0
10248,269,44,187775,21-12-2002,OH,500,1297.75,4000000,FEMALE,JD,other-service,chess,own-child,0,-41400,01-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,1830 Sky St,15,3,?,0,1,?,98670,15180,15180,68310,Chevrolet,Tahoe,0
10250,94,30,146138,01-03-2002,IN,2000,1025.54,0,FEMALE,High School,armed-forces,paintball,other-relative,0,-52600,20-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Arlington,1840 Embaracadero Ave,19,1,?,1,3,YES,64100,6410,6410,51280,Chevrolet,Malibu,0
10251,117,28,336047,21-04-2003,OH,500,1264.77,0,FEMALE,Associate,transport-moving,yachting,unmarried,47500,-32500,05-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,4058 Tree Drive,13,2,YES,0,1,?,55440,5040,10080,40320,Suburu,Forrestor,0
10252,111,27,532330,22-09-2002,OH,500,1459.97,5000000,MALE,MD,sales,yachting,other-relative,0,0,27-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,4983 MLK Ridge,2,3,NO,1,2,NO,80850,7350,14700,58800,Ford,F150,0
10254,440,61,212674,01-09-1992,OH,500,1050.76,0,MALE,PhD,transport-moving,movies,wife,41500,-70200,26-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,8821 Elm St,21,1,?,2,3,NO,53640,5960,5960,41720,Nissan,Maxima,0
10255,20,23,935596,01-05-1999,OH,1000,1711.72,0,FEMALE,JD,tech-support,base-jumping,wife,0,0,13-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,2886 Tree Ridge,21,3,NO,2,2,NO,63250,5750,11500,46000,Chevrolet,Tahoe,0
10256,461,57,737593,19-12-1997,IL,500,865.33,7000000,FEMALE,High School,farming-fishing,golf,own-child,0,0,14-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7,3,NO,0,1,?,59040,9840,9840,39360,Dodge,RAM,1
10257,208,36,812025,18-06-2000,IL,500,1153.49,0,MALE,Associate,craft-repair,base-jumping,other-relative,0,0,22-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,5862 Apache Ridge,16,3,YES,1,0,YES,50500,10100,5050,35350,Accura,TL,0
10258,279,43,168151,24-04-1995,OH,2000,1281.25,0,MALE,Associate,machine-op-inspct,cross-fit,other-relative,0,0,17-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,7859 4th Ridge,13,1,YES,0,1,NO,57690,6410,12820,38460,Mercedes,C300,1
10260,134,30,843227,28-09-2007,OH,2000,1443.32,0,FEMALE,PhD,exec-managerial,dancing,unmarried,0,0,07-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,19,3,?,0,2,YES,47790,5310,5310,37170,Suburu,Impreza,0
10262,156,31,475588,21-09-1996,IL,2000,1134.08,0,MALE,PhD,other-service,reading,husband,0,0,07-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,5812 Oak St,3,1,?,2,0,?,59000,5900,5900,47200,Ford,Fusion,0
10263,232,43,751905,16-05-2001,OH,500,1483.91,8000000,MALE,College,machine-op-inspct,golf,husband,0,-33600,18-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Arlington,2318 Washington Hwy,17,3,NO,0,1,?,70600,7060,14120,49420,Volkswagen,Passat,0
10264,244,40,226725,11-08-1999,IN,2000,1304.67,7000000,MALE,Masters,armed-forces,base-jumping,other-relative,0,-45000,10-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8809 Flute St,5,3,?,1,1,?,61490,5590,11180,44720,Dodge,RAM,0
10265,84,30,942504,16-06-2003,IL,2000,1035.79,0,FEMALE,MD,protective-serv,kayaking,wife,44400,-51500,30-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9,1,NO,1,0,YES,57640,5240,10480,41920,Volkswagen,Passat,0
10267,246,45,889883,03-02-1999,IL,1000,1665.45,0,MALE,JD,machine-op-inspct,hiking,wife,34400,-33100,29-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,7162 Maple Ave,9,3,?,2,2,?,53280,11840,5920,35520,Toyota,Camry,0
10268,35,29,818167,25-08-2011,IN,2000,653.66,0,FEMALE,JD,handlers-cleaners,video-games,unmarried,52100,-46900,24-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22,3,NO,0,0,?,78300,15660,7830,54810,BMW,X5,0
10269,156,37,277767,28-06-2010,OH,500,1080.13,0,MALE,Associate,protective-serv,reading,other-relative,0,-61000,04-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,15,3,YES,0,3,NO,41490,4610,4610,32270,Nissan,Pathfinder,0
10270,195,36,842618,06-11-2001,IN,2000,1346.18,0,FEMALE,Associate,machine-op-inspct,camping,wife,57800,-53300,25-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14,3,YES,2,3,YES,68970,12540,6270,50160,Chevrolet,Tahoe,0
10271,369,55,577810,15-04-2013,OH,2000,1589.54,0,MALE,College,handlers-cleaners,camping,husband,55400,0,27-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Arlington,9373 Pine Hwy,6,3,?,2,0,YES,85300,17060,8530,59710,Toyota,Highlander,0
10273,332,47,994538,01-11-1991,IL,2000,1083.01,0,MALE,MD,craft-repair,paintball,other-relative,91900,0,31-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,9239 Washington Ridge,22,4,YES,2,0,?,71760,11040,11040,49680,Jeep,Grand Cherokee,0
10274,107,26,727792,19-05-2014,OH,500,974.59,0,FEMALE,JD,armed-forces,skydiving,wife,62800,0,18-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,3416 Washington Drive,14,3,?,1,0,NO,59700,11940,11940,35820,Nissan,Ultima,0
10275,217,39,522506,15-03-1992,IL,2000,1399.85,0,FEMALE,Masters,other-service,skydiving,other-relative,49900,-19800,10-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,1923 2nd Hwy,16,3,NO,0,2,?,64920,10820,10820,43280,Ford,Fusion,0
10276,243,43,367595,03-02-2006,IN,500,1307.74,0,FEMALE,Associate,machine-op-inspct,board-games,own-child,0,-75700,28-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,6451 1st Hwy,10,3,?,0,1,NO,37530,4170,4170,29190,Jeep,Wrangler,0
10277,296,42,586104,16-03-2003,IN,2000,1219.27,0,MALE,Associate,tech-support,paintball,husband,53100,-63400,16-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,9,3,YES,1,2,NO,64080,7120,7120,49840,Saab,93,0
10278,264,41,424862,16-10-2002,OH,500,1411.3,0,MALE,PhD,prof-specialty,cross-fit,unmarried,55600,0,08-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,1,NO,1,0,?,60390,10980,5490,43920,BMW,M5,0
10279,108,33,512813,27-01-1990,IL,2000,694.45,0,FEMALE,JD,armed-forces,exercise,not-in-family,0,0,20-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,3796 Cherokee Drive,6,3,?,0,1,YES,64350,5850,11700,46800,Nissan,Pathfinder,0
10280,32,38,356768,11-03-2010,IL,500,1006.77,6000000,FEMALE,College,other-service,sleeping,own-child,0,0,06-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,0
10281,259,39,330506,19-09-1995,OH,1000,1422.36,0,FEMALE,JD,craft-repair,movies,unmarried,0,-83900,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,5178 Weaver Hwy,12,3,NO,1,3,?,46560,7760,7760,31040,Nissan,Ultima,0
10284,436,58,987905,30-04-2002,OH,2000,1407.01,5000000,MALE,PhD,tech-support,sleeping,other-relative,47400,-27600,10-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3658 Rock Drive,10,1,?,0,2,?,59900,11980,5990,41930,BMW,X5,0
10285,189,36,967756,28-04-2007,OH,2000,1388.58,0,FEMALE,MD,priv-house-serv,basketball,own-child,0,-49400,13-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17,3,?,1,3,YES,79560,13260,13260,53040,Ford,Escape,0
10286,105,33,830414,08-07-1996,IL,500,1310.76,0,FEMALE,High School,adm-clerical,kayaking,not-in-family,0,-40900,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8,1,YES,0,1,?,70290,12780,6390,51120,Accura,MDX,1
10287,163,31,127313,01-04-2002,IN,1000,1004.63,6000000,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,Forrestor,0
10289,88,25,332892,25-10-2007,IN,1000,1194,0,FEMALE,JD,handlers-cleaners,movies,husband,0,0,13-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,Escape,0
10291,284,42,526039,04-05-1995,OH,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,29-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13,1,YES,0,1,?,94160,8560,17120,68480,Chevrolet,Malibu,0
10292,59,40,444422,28-09-2011,IL,2000,782.23,0,MALE,College,protective-serv,golf,other-relative,64200,-32300,06-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0,3,?,0,2,NO,51570,5730,11460,34380,BMW,X5,1
10293,39,31,689500,28-01-2003,IL,2000,1366.9,0,FEMALE,High School,handlers-cleaners,polo,husband,0,-15700,28-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,3102 Apache St,14,3,?,1,0,NO,52700,10540,10540,31620,BMW,X6,0
10294,147,34,806081,01-02-2011,IL,1000,1275.81,0,MALE,High School,sales,dancing,wife,0,-48300,21-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,1,YES,2,2,?,101010,15540,15540,69930,Mercedes,ML350,0
10295,156,37,384618,09-02-1993,IN,500,1090.65,0,MALE,High School,exec-managerial,golf,unmarried,0,-51800,16-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,7142 5th Lane,16,4,?,1,2,YES,53400,5340,5340,42720,Honda,Civic,1
10296,123,31,756459,05-08-2005,IN,500,1326,0,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,17-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13,1,?,1,2,NO,72120,12020,12020,48080,Mercedes,ML350,0
10297,231,43,655787,17-06-2006,IL,2000,972.47,0,MALE,College,protective-serv,reading,wife,0,-58100,01-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,0
10300,119,27,515698,05-08-1997,IN,2000,1097.64,0,MALE,High School,transport-moving,video-games,other-relative,27100,0,06-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16,2,NO,1,0,?,63720,7080,21240,35400,Accura,TL,0
10302,107,31,714929,25-11-1994,IL,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,27-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21,3,YES,1,2,?,93730,14420,21630,57680,Honda,CRV,0
10303,48,44,297816,03-02-1997,IL,2000,1400.74,0,MALE,College,sales,base-jumping,other-relative,34000,-55600,21-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,?,87300,17460,17460,52380,Jeep,Wrangler,0
10305,286,47,615047,20-11-2002,IN,500,1386.93,0,MALE,High School,priv-house-serv,bungie-jumping,husband,54100,-77600,17-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,TL,0
10306,175,34,771236,29-05-1995,OH,500,915.29,0,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400,-57100,23-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,5224 5th Lane,14,1,?,2,1,YES,36720,4080,4080,28560,Honda,Accord,0
10307,111,29,235869,22-01-2011,IL,500,1239.55,2000000,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,09-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1,1,?,1,1,YES,52800,4800,9600,38400,Mercedes,ML350,0
10308,151,37,931625,18-10-2012,IN,500,1366.42,0,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000,0,15-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6719 Flute St,14,3,NO,1,2,YES,59100,5910,5910,47280,Nissan,Maxima,0
10309,156,37,371635,13-10-1991,OH,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-53800,16-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,8064 4th Ave,17,3,?,1,1,YES,77440,14080,7040,56320,Suburu,Legacy,0
10310,165,36,427199,01-10-2010,IL,2000,1247.87,0,MALE,Masters,armed-forces,golf,husband,0,-39700,14-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,0
10311,253,41,261315,10-04-2013,OH,2000,1312.75,0,FEMALE,PhD,sales,dancing,other-relative,81300,0,01-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,4671 5th Ridge,10,3,NO,2,2,YES,80740,7340,14680,58720,Toyota,Camry,0
10312,10,26,582973,11-06-2008,IN,2000,765.64,0,MALE,MD,sales,base-jumping,not-in-family,0,-22200,16-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,3,3,?,0,3,?,31350,2850,5700,22800,Honda,Accord,0
10313,158,33,278091,04-12-2013,OH,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,04-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0,1,?,0,0,?,35000,3500,7000,24500,Suburu,Legacy,0
10314,436,59,153154,21-08-2010,OH,1000,1338.55,0,MALE,PhD,protective-serv,board-games,own-child,39000,0,12-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10,3,?,2,2,NO,68000,13600,6800,47600,Toyota,Corolla,0
10315,91,30,515217,18-06-2010,IL,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900,0,08-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13,3,YES,2,0,?,84500,13000,13000,58500,BMW,X6,0
10316,256,42,860497,10-04-1992,IL,1000,1286.44,0,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39500,22-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,1,NO,2,1,?,75500,7550,15100,52850,Nissan,Ultima,0
10317,274,46,351741,03-02-1997,OH,1000,1372.18,0,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,13-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22,3,NO,1,3,?,90600,15100,15100,60400,BMW,X5,0
10318,275,45,403737,06-12-1991,IN,2000,1447.77,0,FEMALE,Associate,adm-clerical,camping,wife,39400,-63900,18-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,?,64320,5360,10720,48240,Accura,MDX,0
10319,1,33,162004,19-09-1995,IL,500,903.32,0,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,19-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,?,1,0,?,31700,6340,3170,22190,Toyota,Highlander,0
10320,85,30,740384,29-10-1993,IN,1000,1454.42,0,MALE,Associate,protective-serv,reading,other-relative,51600,-73900,31-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,1,YES,0,1,YES,74280,12380,12380,49520,Suburu,Forrestor,0
10321,233,37,876714,03-11-1991,IL,2000,1603.42,0,FEMALE,High School,sales,video-games,wife,61600,-30200,06-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,0
10322,142,30,951543,09-07-2002,IN,2000,1616.58,0,MALE,JD,adm-clerical,polo,husband,58500,-46800,04-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,63600,6360,12720,44520,Dodge,RAM,0
10323,266,44,576723,07-12-1999,IL,500,1611.83,0,MALE,High School,handlers-cleaners,movies,husband,0,0,02-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,1,?,1,2,YES,32800,3280,3280,26240,BMW,3 Series,0
10324,350,50,391003,01-07-2005,OH,500,889.13,0,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,26-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,A3,0
10325,97,26,225865,04-11-1991,IL,1000,1252.08,0,MALE,College,exec-managerial,sleeping,not-in-family,0,0,08-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,0
10326,399,55,984948,14-04-1993,IL,2000,995.56,0,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,07-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,YES,88400,17680,8840,61880,Nissan,Pathfinder,0
10327,305,49,890328,23-08-2009,IL,2000,1347.92,0,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,17-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,2,?,66550,12100,6050,48400,Volkswagen,Jetta,0
10328,276,47,803294,18-06-1993,IN,1000,1724.09,0,MALE,PhD,craft-repair,yachting,own-child,0,0,12-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,?,65780,5980,11960,47840,Chevrolet,Tahoe,0
10329,257,40,414913,17-07-2012,IN,500,1379.93,0,MALE,MD,armed-forces,base-jumping,husband,0,0,01-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,?,0,2,YES,51810,9420,4710,37680,Audi,A3,0
10330,78,31,414519,25-01-1999,IN,1000,1554.64,4000000,MALE,PhD,protective-serv,board-games,own-child,0,-27900,03-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,NO,1,0,NO,55660,5060,10120,40480,Honda,CRV,0
10331,129,28,818413,23-02-1990,OH,1000,1377.94,0,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,21-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,?,2,3,?,44640,9920,4960,29760,Toyota,Camry,0
10332,283,46,487356,30-08-2000,IL,2000,1313.33,0,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,09-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,?,1,3,NO,77660,7060,14120,56480,Nissan,Maxima,0
10335,96,30,406567,25-09-2001,OH,500,1399.27,6000000,MALE,College,prof-specialty,hiking,wife,38900,-48700,24-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,?,0,0,YES,53440,0,6680,46760,Ford,Escape,0
10336,121,31,623032,11-03-2007,IL,1000,1061.98,6000000,FEMALE,JD,armed-forces,camping,unmarried,0,0,01-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,0
10337,176,39,935442,20-11-2010,OH,500,1365.46,4000000,MALE,College,armed-forces,sleeping,unmarried,0,-56600,05-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,0
10338,159,37,106873,28-08-1998,IL,1000,894.4,0,MALE,Associate,tech-support,camping,wife,0,-53700,07-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,RAM,0
10339,120,30,563878,16-07-2002,IN,500,956.69,0,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,06-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,?,1,1,YES,87100,8710,8710,69680,Saab,92x,0
10340,212,35,620855,29-04-1990,IN,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,21-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,?,1,3,?,50380,4580,4580,41220,Suburu,Forrestor,0
